Date,Open,High,Low,Close,Adj Close,Volume
2008-06-12,4.629400,4.629400,4.629400,4.627200,4.627200,0
2008-06-13,4.628300,4.631900,4.628300,4.613000,4.613000,0
2008-06-16,4.607700,4.607700,4.607700,4.604300,4.604300,0
2008-06-17,4.607100,4.607300,4.607100,4.607300,4.607300,0
2008-06-18,4.603000,4.611800,4.603000,4.594600,4.594600,0
2008-06-19,4.582700,4.597800,4.582700,4.597800,4.597800,0
2008-06-20,4.600000,4.600000,4.600000,4.580800,4.580800,0
2008-06-23,4.550700,4.550700,4.550700,4.550100,4.550100,0
2008-06-24,4.549700,4.582300,4.549700,4.582300,4.582300,0
2008-06-25,4.581200,4.581200,4.531300,4.531300,4.531300,0
2008-06-26,4.530200,4.530200,4.530200,4.469200,4.469200,0
2008-06-27,4.467400,4.467400,4.467400,4.445900,4.445900,0
2008-06-30,4.482900,4.482900,4.482900,4.482900,4.482900,0
2008-07-01,4.537500,4.542500,4.500000,4.505000,4.505000,0
2008-07-02,4.493200,4.493200,4.491600,4.491600,4.491600,0
2008-07-03,4.494000,4.494000,4.494000,4.538300,4.538300,0
2008-07-04,4.534700,4.534700,4.534700,4.505800,4.505800,0
2008-07-07,4.512500,4.512500,4.512500,4.496000,4.496000,0
2008-07-08,4.494600,4.494600,4.494600,4.527000,4.527000,0
2008-07-09,4.534500,4.534500,4.534500,4.508300,4.508300,0
2008-07-10,4.505100,4.505100,4.505100,4.517100,4.517100,0
2008-07-11,4.492900,4.492900,4.492900,4.534100,4.534100,0
2008-07-14,4.510600,4.510600,4.510600,4.497400,4.497400,0
2008-07-15,4.494900,4.494900,4.494900,4.570500,4.570500,0
2008-07-16,4.570500,4.570500,4.557500,4.557500,4.557500,0
2008-07-17,4.552400,4.552400,4.552400,4.519800,4.519800,0
2008-07-18,4.525300,4.525300,4.525300,4.503700,4.503700,0
2008-07-21,4.525200,4.525200,4.525200,4.525200,4.525200,0
2008-07-22,4.506700,4.506700,4.506700,4.510400,4.510400,0
2008-07-23,4.553300,4.553300,4.553300,4.518300,4.518300,0
2008-07-24,4.533900,4.533900,4.533900,4.534100,4.534100,0
2008-07-25,4.535600,4.535600,4.535600,4.548300,4.548300,0
2008-07-28,4.542800,4.542800,4.542800,4.547200,4.547200,0
2008-07-29,4.546600,4.546600,4.546600,4.623000,4.623000,0
2008-07-30,4.625000,4.625000,4.582200,4.582200,4.582200,0
2008-07-31,4.581600,4.581600,4.565000,4.565000,4.565000,0
2008-08-01,4.665000,4.670000,4.620000,4.625000,4.625000,0
2008-08-04,4.625000,4.648000,4.620000,4.643000,4.643000,0
2008-08-05,4.625000,4.630000,4.620000,4.625000,4.625000,0
2008-08-06,4.625000,4.634000,4.620000,4.629000,4.629000,0
2008-08-07,null,null,null,null,null,null
2008-08-08,4.630000,4.635000,4.620000,4.630000,4.630000,0
2008-08-11,4.625000,4.630000,4.612500,4.625000,4.625000,0
2008-08-12,4.625000,4.630000,4.600000,4.625000,4.625000,0
2008-08-13,4.630000,4.635000,4.600000,4.625500,4.625500,0
2008-08-14,null,null,null,null,null,null
2008-08-15,4.625000,4.640000,4.615000,4.625000,4.625000,0
2008-08-18,null,null,null,null,null,null
2008-08-19,4.605000,4.610000,4.596000,4.605000,4.605000,0
2008-08-20,4.601000,4.615000,4.596000,4.610000,4.610000,0
2008-08-21,4.610000,4.622500,4.605000,4.617500,4.617500,0
2008-08-22,4.617500,4.622500,4.605000,4.617500,4.617500,0
2008-08-25,4.610000,4.630000,4.605000,4.610000,4.610000,0
2008-08-26,4.521900,4.521900,4.503700,4.503700,4.503700,0
2008-08-27,4.487300,4.487300,4.487300,4.553300,4.553300,0
2008-08-28,4.542800,4.542800,4.542800,4.585900,4.585900,0
2008-08-29,4.584800,4.584800,4.584800,4.594200,4.594200,0
2008-09-01,4.585900,4.585900,4.585900,4.594700,4.594700,0
2008-09-02,4.595800,4.659500,4.595800,4.659500,4.659500,0
2008-09-03,4.666600,4.666600,4.666600,4.619800,4.619800,0
2008-09-04,4.610500,4.610500,4.610500,4.705700,4.705700,0
2008-09-05,4.698300,4.698300,4.698300,4.603700,4.603700,0
2008-09-08,4.629300,4.629300,4.629300,4.667400,4.667400,0
2008-09-09,4.661700,4.663400,4.661700,4.663400,4.663400,0
2008-09-10,4.661100,4.661100,4.661100,4.700500,4.700500,0
2008-09-11,4.706700,4.706700,4.706700,4.665700,4.665700,0
2008-09-12,4.666000,4.666000,4.666000,4.644700,4.644700,0
2008-09-15,4.682300,4.682300,4.682300,4.652700,4.652700,0
2008-09-16,4.668000,4.668000,4.668000,4.754100,4.754100,0
2008-09-17,4.722700,4.722700,4.722700,4.777000,4.777000,0
2008-09-18,4.773600,4.773600,4.773600,4.976100,4.976100,0
2008-09-19,5.002100,5.002100,5.002100,4.858200,4.858200,0
2008-09-22,4.805200,4.805200,4.805200,4.857300,4.857300,0
2008-09-23,4.846800,4.846800,4.846800,4.989000,4.989000,0
2008-09-24,4.983600,4.983600,4.983600,4.988800,4.988800,0
2008-09-25,4.979200,4.979200,4.979200,5.004700,5.004700,0
2008-09-26,4.991000,4.991000,4.948400,4.948400,4.948400,0
2008-09-29,4.975400,4.975400,4.975400,4.961900,4.961900,0
2008-09-30,4.963100,4.981500,4.963100,5.055400,5.055400,0
2008-10-01,5.058100,5.058100,5.045500,5.090800,5.090800,0
2008-10-02,5.118600,5.118600,5.118600,5.167900,5.167900,0
2008-10-03,5.161900,5.161900,5.161900,5.173300,5.173300,0
2008-10-06,5.227600,5.227600,5.227600,5.226700,5.226700,0
2008-10-07,5.216600,5.454700,5.216600,5.454700,5.454700,0
2008-10-08,5.472000,5.472000,5.437200,5.437200,5.437200,0
2008-10-09,5.444200,5.444200,5.330200,5.330200,5.330200,0
2008-10-10,5.336900,5.336900,5.189700,5.189700,5.189700,0
2008-10-13,5.096900,5.096900,5.096900,5.101000,5.101000,0
2008-10-14,5.071800,5.071800,5.071800,5.064800,5.064800,0
2008-10-15,5.090700,5.090700,5.082500,5.091700,5.091700,0
2008-10-16,5.077900,5.077900,5.077900,5.131300,5.131300,0
2008-10-17,5.118200,5.118200,5.118200,5.144100,5.144100,0
2008-10-20,5.125400,5.125400,5.125400,5.382500,5.382500,0
2008-10-21,5.377100,5.377100,5.377100,5.500900,5.500900,0
2008-10-22,5.511700,5.511700,5.511700,5.751500,5.751500,0
2008-10-23,5.752800,5.812200,5.752800,5.812200,5.812200,0
2008-10-24,5.854600,5.913400,5.854600,5.913400,5.913400,0
2008-10-27,6.043400,6.043400,6.043400,6.023800,6.023800,0
2008-10-28,6.075900,6.103100,6.075900,6.103100,6.103100,0
2008-10-29,6.147200,6.147200,6.147200,6.935400,6.935400,0
2008-10-30,6.827100,6.827100,6.827100,6.180600,6.180600,0
2008-10-31,6.208800,6.208800,5.805900,5.805900,5.805900,0
2008-11-03,5.744000,5.744000,5.744000,5.852700,5.852700,0
2008-11-04,5.853500,5.853500,5.728000,5.622300,5.622300,0
2008-11-05,5.656500,5.656500,5.656500,5.736300,5.736300,0
2008-11-06,5.768000,5.768000,5.768000,5.790100,5.790100,0
2008-11-07,5.797400,5.797400,5.717800,5.717800,5.717800,0
2008-11-10,5.667600,5.667600,5.667600,5.741300,5.741300,0
2008-11-11,5.761400,5.761400,5.761400,5.770700,5.770700,0
2008-11-12,5.740200,5.740200,5.732300,5.732300,5.732300,0
2008-11-13,5.720800,5.720800,5.720800,5.564800,5.564800,0
2008-11-14,5.581200,5.581200,5.581200,5.800100,5.800100,0
2008-11-17,5.748100,5.748100,5.744900,5.744900,5.744900,0
2008-11-18,5.737000,5.737000,5.737000,5.857600,5.857600,0
2008-11-19,5.862500,5.862500,5.862500,6.074500,6.074500,0
2008-11-20,6.063600,6.063600,6.063600,6.375700,6.375700,0
2008-11-21,6.384900,6.384900,6.384900,6.331600,6.331600,0
2008-11-24,6.309300,6.314900,6.294100,6.230900,6.230900,0
2008-11-25,6.274700,6.554800,6.274700,6.554800,6.554800,0
2008-11-26,6.564500,6.564700,6.564500,6.833200,6.833200,0
2008-11-27,6.816400,6.816400,6.816400,7.136200,7.136200,0
2008-11-28,7.140900,7.140900,7.140900,7.476600,7.476600,0
2008-12-01,7.269200,7.269200,7.269200,7.302900,7.302900,0
2008-12-02,7.308500,7.308500,7.308300,7.308300,7.308300,0
2008-12-03,7.310900,7.310900,7.310900,7.244200,7.244200,0
2008-12-04,7.246800,7.337700,7.246800,7.337700,7.337700,0
2008-12-05,7.348900,7.425900,7.348900,7.425900,7.425900,0
2008-12-08,7.360800,7.360800,7.360800,7.416000,7.416000,0
2008-12-09,7.441700,7.441700,7.441700,7.438500,7.438500,0
2008-12-10,7.447900,7.447900,7.447900,7.480100,7.480100,0
2008-12-11,7.477800,7.561800,7.477800,7.486100,7.486100,0
2008-12-12,7.489100,7.736700,7.489100,7.736700,7.736700,0
2008-12-15,8.099000,8.099000,8.099000,7.967400,7.967400,0
2008-12-16,7.957600,7.957600,7.957600,7.622900,7.622900,0
2008-12-17,7.624900,8.629600,7.624900,8.629600,8.629600,0
2008-12-18,8.630200,8.630200,8.630200,9.779000,9.779000,0
2008-12-19,9.809300,9.809300,8.196000,8.196000,8.196000,0
2008-12-22,8.084100,8.084100,8.084100,8.119001,8.119001,0
2008-12-23,8.111800,8.111800,7.954200,7.954200,7.954200,0
2008-12-24,7.942400,7.942400,7.942400,7.908200,7.908200,0
2008-12-25,7.902500,7.902500,7.902500,7.902500,7.902500,0
2008-12-26,7.896900,7.896900,7.896900,7.896900,7.896900,0
2008-12-29,7.521300,7.521300,7.521300,7.734300,7.734300,0
2008-12-30,7.655800,7.655800,7.655800,7.815300,7.815300,0
2008-12-31,7.823000,7.823000,7.823000,7.578100,7.578100,0
2009-01-01,7.581100,7.581100,7.581100,7.572400,7.572400,0
2009-01-02,7.951600,7.951600,7.951600,7.961000,7.961000,0
2009-01-05,8.225700,8.225700,8.225700,8.230200,8.230200,0
2009-01-06,8.261700,8.261700,8.261700,8.186700,8.186700,0
2009-01-07,8.219000,8.219000,8.219000,8.181800,8.181800,0
2009-01-08,8.211900,8.211900,8.211900,7.967700,7.967700,0
2009-01-09,7.993600,7.993600,7.993600,8.692400,8.692400,0
2009-01-12,7.841600,7.841600,7.841600,7.878200,7.878200,0
2009-01-13,7.898600,7.898600,7.898600,8.770900,8.770900,0
2009-01-14,8.725200,8.725200,8.679300,8.679300,8.679300,0
2009-01-15,8.675300,8.675300,8.377401,8.377401,8.377401,0
2009-01-16,8.348800,8.348800,8.348800,7.943100,7.943100,0
2009-01-19,7.897500,7.897500,7.897500,8.004700,8.004700,0
2009-01-20,8.026000,8.026000,7.920500,7.920500,7.920500,0
2009-01-21,7.902100,7.902100,7.902100,7.695700,7.695700,0
2009-01-22,7.737800,7.737800,7.737800,7.728900,7.728900,0
2009-01-23,7.746200,7.746200,7.746200,7.643400,7.643400,0
2009-01-26,7.945200,7.945200,7.945200,7.803400,7.803400,0
2009-01-27,7.833100,7.833100,7.833100,7.993000,7.993000,0
2009-01-28,7.996000,7.996000,7.996000,7.799500,7.799500,0
2009-01-29,7.823300,7.823300,7.802600,7.802600,7.802600,0
2009-01-30,7.822900,7.822900,7.822900,7.725500,7.725500,0
2009-02-02,7.834100,7.834100,7.834100,7.834100,7.834100,0
2009-02-03,7.797700,7.797700,7.797700,7.857000,7.857000,0
2009-02-04,7.770200,7.881400,7.770200,7.881400,7.881400,0
2009-02-05,7.902000,7.902000,7.902000,8.004400,8.004400,0
2009-02-06,8.067000,8.067000,8.067000,7.978700,7.978700,0
2009-02-09,8.040800,8.040800,8.040800,8.040800,8.040800,0
2009-02-10,8.117100,8.117100,8.117100,7.920400,7.920400,0
2009-02-11,8.039900,8.039900,8.039900,8.039900,8.039900,0
2009-02-12,8.065800,8.065800,8.065800,7.834800,7.834800,0
2009-02-13,7.809800,8.038600,7.809800,8.038600,8.038600,0
2009-02-16,8.040600,8.040600,8.040600,8.037400,8.037400,0
2009-02-17,8.090000,8.090000,8.090000,8.106800,8.106800,0
2009-02-18,8.135000,8.135000,8.135000,8.198900,8.198900,0
2009-02-19,8.218100,8.218100,8.218100,8.319700,8.319700,0
2009-02-20,8.375600,8.375600,8.375600,8.239300,8.239300,0
2009-02-23,7.832500,7.832500,7.832500,7.832500,7.832500,0
2009-02-24,7.905800,7.905800,7.905800,9.151200,9.151200,0
2009-02-25,9.107400,9.107400,9.107400,8.790100,8.790100,0
2009-02-26,8.825700,8.825700,8.825700,8.372501,8.372501,0
2009-02-27,8.411000,8.411000,8.411000,8.480200,8.480200,0
2009-03-02,8.459900,8.459900,8.459900,8.459900,8.459900,0
2009-03-03,8.467200,8.467200,8.467200,8.331600,8.331600,0
2009-03-04,7.728600,7.728600,7.728600,7.728600,7.728600,0
2009-03-05,7.684500,7.684500,7.684500,7.740000,7.740000,0
2009-03-06,7.737600,7.737600,7.737600,7.738700,7.738700,0
2009-03-09,7.736400,7.736400,7.736400,7.736400,7.736400,0
2009-03-10,7.707200,7.707200,7.707200,7.741000,7.741000,0
2009-03-11,7.738600,7.739400,7.738600,7.739400,7.739400,0
2009-03-12,7.732100,7.732100,7.732100,8.117200,8.117200,0
2009-03-13,8.056501,8.056501,8.056501,7.734600,7.734600,0
2009-03-16,7.656200,7.656200,7.656200,8.005900,8.005900,0
2009-03-17,7.989400,7.989400,7.989400,7.897700,7.897700,0
2009-03-18,7.879500,7.879500,7.879500,7.894200,7.894200,0
2009-03-19,7.643100,7.643100,7.643100,7.901200,7.901200,0
2009-03-20,7.874600,7.874600,7.874600,7.887200,7.887200,0
2009-03-23,7.813800,7.813800,7.813800,7.943100,7.943100,0
2009-03-24,7.930600,7.930600,7.930600,7.942200,7.942200,0
2009-03-25,7.998900,7.998900,7.998900,7.949800,7.949800,0
2009-03-26,7.883200,7.883200,7.883200,7.946800,7.946800,0
2009-03-27,7.978200,7.978200,7.978200,7.944800,7.944800,0
2009-03-30,7.939500,7.939500,7.939500,7.939500,7.939500,0
2009-03-31,7.931700,7.931700,7.931700,7.945800,7.945800,0
2009-04-01,8.012000,8.012000,8.012000,7.941100,7.941100,0
2009-04-02,7.945500,7.945500,7.945500,7.942900,7.942900,0
2009-04-03,7.877400,7.877400,7.877400,7.942200,7.942200,0
2009-04-06,7.946200,7.946200,7.946200,7.946200,7.946200,0
2009-04-07,8.058300,8.058300,8.058300,7.937600,7.937600,0
2009-04-08,7.931900,7.931900,7.931900,7.916100,7.916100,0
2009-04-09,7.914000,7.914000,7.914000,7.926600,7.926600,0
2009-04-10,8.017201,8.017201,8.017201,8.022900,8.022900,0
2009-04-13,7.975000,8.010000,7.970000,8.005000,8.005000,0
2009-04-14,7.880000,7.880000,7.880000,7.920100,7.920100,0
2009-04-15,7.924100,7.924100,7.924100,7.938900,7.938900,0
2009-04-16,7.957000,7.957000,7.949800,7.928400,7.928400,0
2009-04-17,7.914600,7.914600,7.914600,7.946200,7.946200,0
2009-04-20,8.005500,8.005500,8.005500,7.939000,7.939000,0
2009-04-21,7.983300,7.983300,7.983300,7.864800,7.864800,0
2009-04-22,7.873200,7.873200,7.873200,7.956800,7.956800,0
2009-04-23,7.914900,7.914900,7.914900,7.992700,7.992700,0
2009-04-24,7.949800,7.949800,7.949800,7.919900,7.919900,0
2009-04-27,7.861200,7.861200,7.861200,7.861200,7.861200,0
2009-04-28,7.862800,7.862800,7.862800,7.862800,7.862800,0
2009-04-29,7.790900,7.790900,7.790900,7.983100,7.983100,0
2009-04-30,7.821600,7.821600,7.821600,7.821600,7.821600,0
2009-05-01,7.829000,7.829000,7.829000,7.834300,7.834300,0
2009-05-04,7.843400,7.843400,7.843400,7.843400,7.843400,0
2009-05-05,7.759000,7.869200,7.759000,7.869200,7.869200,0
2009-05-06,7.906000,7.906000,7.906000,7.906000,7.906000,0
2009-05-07,7.907200,7.907200,7.889000,7.889000,7.889000,0
2009-05-08,7.866800,7.866800,7.689800,7.689800,7.689800,0
2009-05-11,7.696100,7.696100,7.696100,7.696100,7.696100,0
2009-05-12,7.762800,7.762800,7.762800,7.762800,7.762800,0
2009-05-13,7.618300,7.655600,7.618300,7.655600,7.655600,0
2009-05-14,7.557700,7.557700,7.557700,7.557700,7.557700,0
2009-05-15,7.526200,7.526200,7.526200,7.526200,7.526200,0
2009-05-18,7.506900,7.507100,7.506300,7.506300,7.506300,0
2009-05-19,7.501800,7.501800,7.501800,7.501800,7.501800,0
2009-05-20,7.527400,7.527400,7.527400,7.527400,7.527400,0
2009-05-21,7.454600,7.461200,7.454600,7.461200,7.461200,0
2009-05-22,7.533000,7.533000,7.533000,7.533000,7.533000,0
2009-05-25,7.519900,7.519900,7.518600,7.518600,7.518600,0
2009-05-26,7.550900,7.550900,7.550900,7.550900,7.550900,0
2009-05-27,7.564000,7.564000,7.564000,7.564000,7.564000,0
2009-05-28,7.566100,7.566100,7.566100,7.566100,7.566100,0
2009-05-29,7.499600,7.499600,7.499600,7.499600,7.499600,0
2009-06-01,7.655000,7.660000,7.619000,7.624000,7.624000,0
2009-06-02,7.527300,7.527300,7.527300,7.527300,7.527300,0
2009-06-03,7.513800,7.513800,7.513800,7.513800,7.513800,0
2009-06-04,7.531200,7.531200,7.531200,7.531200,7.531200,0
2009-06-05,7.508900,7.522500,7.508900,7.522500,7.522500,0
2009-06-08,7.564600,7.564600,7.564600,7.564600,7.564600,0
2009-06-09,7.507500,7.507500,7.507500,7.507500,7.507500,0
2009-06-10,7.508000,7.508000,7.508000,7.508000,7.508000,0
2009-06-11,7.528900,7.528900,7.528900,7.528900,7.528900,0
2009-06-12,7.546400,7.546400,7.546400,7.546400,7.546400,0
2009-06-15,7.540400,7.540400,7.540400,7.540400,7.540400,0
2009-06-16,7.538000,7.538000,7.538000,7.538000,7.538000,0
2009-06-17,7.525900,7.525900,7.525900,7.525900,7.525900,0
2009-06-18,7.464900,7.565400,7.454800,7.563700,7.563700,0
2009-06-19,7.510800,7.510800,7.510800,7.510800,7.510800,0
2009-06-22,7.522700,7.522700,7.522700,7.522700,7.522700,0
2009-06-23,7.520900,7.553000,7.519100,7.553000,7.553000,0
2009-06-24,7.489200,7.561700,7.489100,7.561700,7.561700,0
2009-06-25,7.633800,7.635500,7.567500,7.567500,7.567500,0
2009-06-26,7.510200,7.541700,7.510200,7.541700,7.541700,0
2009-06-29,7.582800,7.582800,7.568000,7.568000,7.568000,0
2009-06-30,7.618500,7.618500,7.618500,7.618500,7.618500,0
2009-07-01,7.574600,7.574600,7.574600,7.574600,7.574600,0
2009-07-02,7.540800,7.540800,7.528700,7.528700,7.528700,0
2009-07-03,7.530700,7.530700,7.530700,7.530700,7.530700,0
2009-07-06,7.527800,7.527800,7.527800,7.527800,7.527800,0
2009-07-07,7.560700,7.560700,7.560700,7.560700,7.560700,0
2009-07-08,7.556200,7.556200,7.555900,7.555900,7.555900,0
2009-07-09,7.580900,7.580900,7.543900,7.543900,7.543900,0
2009-07-10,7.565700,7.566400,7.565700,7.566400,7.566400,0
2009-07-13,7.573900,7.609000,7.573900,7.609000,7.609000,0
2009-07-14,7.592000,7.592000,7.586400,7.586400,7.586400,0
2009-07-15,7.606100,7.606100,7.606100,7.606100,7.606100,0
2009-07-16,7.593600,7.593600,7.548900,7.551600,7.551600,0
2009-07-17,7.566300,7.566300,7.566300,7.566300,7.566300,0
2009-07-20,7.601300,7.601300,7.601300,7.601300,7.601300,0
2009-07-21,7.560600,7.560600,7.560600,7.560600,7.560600,0
2009-07-22,7.562200,7.562200,7.561000,7.561000,7.561000,0
2009-07-23,7.812900,7.812900,7.812900,7.812900,7.812900,0
2009-07-24,7.850500,7.851600,7.840600,7.840600,7.840600,0
2009-07-27,7.875600,7.875600,7.875600,7.875600,7.875600,0
2009-07-28,7.705900,7.705900,7.705900,7.705900,7.705900,0
2009-07-29,7.770300,7.770300,7.740000,7.740000,7.740000,0
2009-07-30,7.917000,7.917000,7.917000,7.917000,7.917000,0
2009-07-31,7.904800,7.904800,7.779000,7.779000,7.779000,0
2009-08-03,7.779300,7.779300,7.779300,7.779300,7.779300,0
2009-08-04,7.785500,7.785500,7.785500,7.785500,7.785500,0
2009-08-05,7.772500,7.772500,7.772500,7.772500,7.772500,0
2009-08-06,7.937300,7.945900,7.937300,7.945900,7.945900,0
2009-08-07,7.888900,7.888900,7.888900,7.888900,7.888900,0
2009-08-10,8.005500,8.005500,8.005500,8.005500,8.005500,0
2009-08-11,8.063600,8.063600,8.055801,8.055801,8.055801,0
2009-08-12,8.073400,8.167400,8.073400,8.167400,8.167400,0
2009-08-13,8.137100,8.248201,8.137100,8.248201,8.248201,0
2009-08-14,7.918300,7.918300,7.918300,7.918300,7.918300,0
2009-08-17,8.231600,8.231600,8.231600,8.231600,8.231600,0
2009-08-18,8.224600,8.224600,8.223000,8.223000,8.223000,0
2009-08-19,8.193800,8.253000,8.179401,8.179401,8.179401,0
2009-08-20,8.186000,8.323300,8.186000,8.323300,8.323300,0
2009-08-21,8.392100,8.392100,8.392100,8.392100,8.392100,0
2009-08-24,8.390000,8.398300,8.390000,8.398300,8.398300,0
2009-08-25,8.074200,8.074200,8.074200,8.074200,8.074200,0
2009-08-26,8.073600,8.381900,8.073600,8.381900,8.381900,0
2009-08-27,8.413200,8.447500,8.413200,8.447500,8.447500,0
2009-08-28,8.324600,8.324600,8.324600,8.324600,8.324600,0
2009-08-31,8.338900,8.338900,8.338900,8.338900,8.338900,0
2009-09-01,8.305400,8.351800,8.305400,8.351800,8.351800,0
2009-09-02,8.543900,8.543900,8.543900,8.543900,8.543900,0
2009-09-03,8.704200,8.704200,8.704200,8.704200,8.704200,0
2009-09-04,8.698700,8.698700,8.698700,8.698700,8.698700,0
2009-09-07,8.656400,8.656400,8.648100,8.648100,8.648100,0
2009-09-08,8.718300,8.718300,8.718300,8.718300,8.718300,0
2009-09-09,8.337401,8.337401,8.337401,8.337401,8.337401,0
2009-09-10,8.309100,8.309100,8.282900,8.285100,8.285100,0
2009-09-11,8.427800,8.427800,8.427800,8.427800,8.427800,0
2009-09-14,8.483100,8.483100,8.483100,8.483100,8.483100,0
2009-09-15,8.375200,8.375200,8.346200,8.346200,8.346200,0
2009-09-16,8.433800,8.433800,8.433800,8.433800,8.433800,0
2009-09-17,8.439400,8.439400,8.431600,8.433000,8.433000,0
2009-09-18,8.468500,8.468500,8.467800,8.467800,8.467800,0
2009-09-21,8.398900,8.398900,8.387500,8.387500,8.387500,0
2009-09-22,8.371700,8.371700,8.371700,8.371700,8.371700,0
2009-09-23,8.371200,8.372100,8.369100,8.369100,8.369100,0
2009-09-24,8.386400,8.450900,8.386400,8.450900,8.450900,0
2009-09-25,8.333700,8.336000,8.330900,8.336000,8.336000,0
2009-09-28,8.324000,8.328500,8.324000,8.328500,8.328500,0
2009-09-29,8.243700,8.243700,8.225300,8.225300,8.225300,0
2009-09-30,8.146800,8.146800,8.146800,8.146800,8.146800,0
2009-10-01,8.268100,8.272400,8.263000,8.272400,8.272400,0
2009-10-02,8.358200,8.358200,8.358200,8.358200,8.358200,0
2009-10-05,8.256000,8.256000,8.256000,8.256000,8.256000,0
2009-10-06,8.234400,8.234400,8.208901,8.208901,8.208901,0
2009-10-07,8.248400,8.248400,8.248400,8.248400,8.248400,0
2009-10-08,8.241600,8.241600,8.241600,8.241600,8.241600,0
2009-10-09,8.244400,8.244400,8.142901,8.142901,8.142901,0
2009-10-12,8.200500,8.200500,8.200500,8.200500,8.200500,0
2009-10-13,8.149800,8.149800,8.140801,8.140801,8.140801,0
2009-10-14,8.102400,8.102400,8.102400,8.102400,8.102400,0
2009-10-15,8.027500,8.027500,8.027500,8.027500,8.027500,0
2009-10-16,7.995800,7.995800,7.995800,7.995800,7.995800,0
2009-10-19,8.120700,8.120700,8.120700,8.120700,8.120700,0
2009-10-20,8.146401,8.146401,8.146401,8.146401,8.146401,0
2009-10-21,8.128300,8.128300,8.128300,8.128300,8.128300,0
2009-10-22,8.120401,8.120401,8.120401,8.120401,8.120401,0
2009-10-23,8.080800,8.096600,8.080800,8.096600,8.096600,0
2009-10-26,8.059400,8.059400,8.059400,8.059400,8.059400,0
2009-10-27,8.081300,8.081300,8.081300,8.081300,8.081300,0
2009-10-28,8.114101,8.114101,8.043900,8.077200,8.077200,0
2009-10-29,8.087401,8.088200,7.992500,7.992500,7.992500,0
2009-10-30,8.048700,8.098000,8.048700,8.098000,8.098000,0
2009-11-02,8.082200,8.082700,8.082200,8.082700,8.082700,0
2009-11-03,8.073700,8.145500,8.073700,8.143800,8.143800,0
2009-11-04,8.079300,8.079300,8.079300,8.079300,8.079300,0
2009-11-05,8.070300,8.070300,8.070300,8.070300,8.070300,0
2009-11-06,8.052000,8.052000,8.052000,8.052000,8.052000,0
2009-11-09,8.101000,8.101000,8.101000,8.101000,8.101000,0
2009-11-10,8.048801,8.048801,8.048801,8.048801,8.048801,0
2009-11-11,8.028200,8.028200,8.028200,8.028200,8.028200,0
2009-11-12,8.064100,8.064100,8.064100,8.064100,8.064100,0
2009-11-13,8.033800,8.033800,8.024700,8.024700,8.024700,0
2009-11-16,8.015600,8.015600,8.015600,8.015600,8.015600,0
2009-11-17,8.073000,8.080200,8.073000,8.080200,8.080200,0
2009-11-18,8.036200,8.038300,8.036200,8.038300,8.038300,0
2009-11-19,8.053600,8.053600,8.053600,8.053600,8.053600,0
2009-11-20,8.019800,8.019800,8.019800,8.019800,8.019800,0
2009-11-23,8.009000,8.009000,8.009000,8.009000,8.009000,0
2009-11-24,7.961400,7.961400,7.961400,7.961400,7.961400,0
2009-11-25,7.915600,7.915600,7.910400,7.910400,7.910400,0
2009-11-26,7.885500,7.885500,7.871900,7.871900,7.871900,0
2009-11-27,7.936600,7.936600,7.936600,7.936600,7.936600,0
2009-11-30,7.905000,7.905000,7.905000,7.905000,7.905000,0
2009-12-01,7.918800,7.918800,7.907400,7.907400,7.907400,0
2009-12-02,7.912900,7.931300,7.912300,7.931300,7.931300,0
2009-12-03,7.897900,7.897900,7.897900,7.897900,7.897900,0
2009-12-04,7.909600,7.909600,7.909600,7.909600,7.909600,0
2009-12-07,8.011300,8.011300,7.900400,7.900400,7.900400,0
2009-12-08,7.907500,7.907500,7.907500,7.907500,7.907500,0
2009-12-09,7.904700,7.904700,7.904700,7.904700,7.904700,0
2009-12-10,7.895800,7.895800,7.895800,7.895800,7.895800,0
2009-12-11,7.890400,7.973100,7.890400,7.973100,7.973100,0
2009-12-14,7.896700,7.896700,7.896700,7.896700,7.896700,0
2009-12-15,7.877700,7.877700,7.877700,7.877700,7.877700,0
2009-12-16,7.875100,7.875100,7.875100,7.875100,7.875100,0
2009-12-17,7.877800,7.877800,7.877800,7.877800,7.877800,0
2009-12-18,7.871300,7.871300,7.871300,7.871300,7.871300,0
2009-12-21,7.870400,7.870400,7.870400,7.870400,7.870400,0
2009-12-22,7.903300,7.903300,7.868300,7.868300,7.868300,0
2009-12-23,7.879400,7.879400,7.864300,7.864300,7.864300,0
2009-12-24,7.866000,7.866000,7.866000,7.866000,7.866000,0
2009-12-25,null,null,null,null,null,null
2009-12-28,7.873500,7.873500,7.873500,7.873500,7.873500,0
2009-12-29,7.900800,7.900800,7.900800,7.900800,7.900800,0
2009-12-30,7.962000,7.962000,7.908100,7.908100,7.908100,0
2009-12-31,7.949700,7.949700,7.949700,7.949700,7.949700,0
2010-01-01,null,null,null,null,null,null
2010-01-04,8.014100,8.014100,7.939800,7.940000,7.940000,0
2010-01-05,7.894700,7.894700,7.894700,7.894700,7.894700,0
2010-01-06,7.904000,7.936000,7.904000,7.931600,7.931600,0
2010-01-07,7.891400,7.978600,7.891400,7.973700,7.973700,0
2010-01-08,7.981900,7.981900,7.981900,7.981900,7.981900,0
2010-01-11,7.913500,7.913500,7.913500,7.913500,7.913500,0
